name,lat,lng,status,npsn,bentuk,telp,alamat,kelurahan,kecamatan
SD GRACIA 2,-6.928100000000,107.594900000000,Swasta,20219612,SD,0226017100,Jl. Pagarsih No. 256,Jamika,Kec. Bojong Loa Kaler
SD HARAPAN KASIH,-6.954230000000,107.602365000000,Swasta,69895387,SD,02287787262,Jl. Mekar Kencana No. 2A Komplek Mekar Wangi,Mekar Wangi,Kec. Bojong Loa Kidul
SD HAS DARUL ILMI,-6.937456800000,107.659404400000,Swasta,69947365,SD,0227335785,Jl. Cidurian Utara No. 179,Sukapura,Kec. Kiaracondong
SD IBNU TAIMIYAH,-6.891900000000,107.592700000000,Swasta,20219610,SD,2039087,Jl. Sukagalih Gg. H. Gojali 02/07,CIPEDES,Kec. Sukajadi
SD IGNATIUS SLAMET RIYADI,-6.925500000000,107.631800000000,Swasta,20219609,SD,0227330049,Jl. Gatot Subroto 221 Bandung,Cibangkong,Kec. Batununggal
SD IGNATIUS SLAMET RIYADI 2,-6.937300000000,107.643800000000,Swasta,20219608,SD,0227305824,Jl. Kebon Kangkung X,Kebon Kangkung,Kec. Kiaracondong
SD INDUSTRI,-6.912600000000,107.594800000000,Swasta,20219595,SD,0226120020,Jl. Industri Dalam No. 2,Arjuna,Kec. Cicendo
SD INTAN AL-SALI,-6.913400000000,107.716800000000,Swasta,69952860,SD,085523869655,Jl. Pasanggrahan Indah No. 15,Cisurupan,Kec. Cibiru
SD INTELIGENSIA,-6.921500000000,107.709400000000,Swasta,70007902,SD,081223344511,Jl. A.H Nasution No. 242,Cipadung Kulon,Kec. Panyileukan
SD IRK,-6.926000000000,107.616700000000,Swasta,20219594,SD,0224230597,Jl. Karapitan 1 No. 2,Paledang,Kec. Lengkong
SD ISLAM ABU SENO,-6.908500000000,107.646200000000,Swasta,70042649,SD,02220529175,Jl. Gg. Slamet II No. 15,Babakan Surabaya,Kec. Kiaracondong
SD ISLAM AL AZHAR 30,-6.876300000000,107.574500000000,Swasta,20253348,SD,0222015451,Jl. Tirtasari III No. 1,Sarijadi,Kec. Sukasari
SD ISLAM AL AZHAR 62 SUMMARECON BANDUNG,-6.960700000000,107.702000000000,Swasta,70031980,SD,,"Jalan Bulevar Raya, No. BLR 005, Summarecon Bandung",Cisaranten Kidul,Kec. Gedebage
SD ISLAM AL-MUIZZ,-6.947400000000,107.689700000000,Swasta,69989950,SD,,Jl. Gedebage No. 97,Cisaranten Kidul,Kec. Gedebage
SD ISLAM CENDEKIA MUDA,-6.921300000000,107.675200000000,Swasta,20255299,SD,0227102888,Jl. Puri Ayu Pratama No. 17,Sukamiskin,Kec. Arcamanik
SD ISLAM KARAKTER BAITURRAHMAH,0.000000000000,0.000000000000,Swasta,70051795,SD,,Jl. Pinus VII Pinus Regensi,Babakan Penghulu,Kec. Cinambo
SD ISLAM MUTIARA HATI,-6.920500000000,107.665600000000,Swasta,20254714,SD,0227273245,Jl. Terusan Cikajang Raya,Antapani Tengah,Kec. Antapani
SD ISLAM NURUL AMANAH,-6.937100000000,107.682200000000,Swasta,70031985,SD,,Jl. Sumbersari No. 101,Cisaranten Kulon,Kec. Arcamanik
SD ISLAM TERPADU AL IRSYAD,-6.892800000000,107.641800000000,Swasta,20253818,SD,0227271966,Jl. Al-Irsyad Cikutra RT. 09 RW. 02 Kota Bandung 40124,Neglasari,Kec. Cibeunying Kaler
SD ISLAM TERPADU AMANAH UMMAH,-6.913000000000,827.683500000000,Swasta,70031981,SD,,Jl. Cicukang No. 54,Cisaranten Bina Harapan,Kec. Arcamanik
SD ISLAM TERPADU LUQMANUL HAKIM,-6.932400000000,107.675900000000,Swasta,20219577,SD,02287821297,Jl. Cingised Komp. Pemda Kav. D13-D15,Cisaranten Endah,Kec. Arcamanik
SD ISTIQAMAH,-6.904700000000,107.621200000000,Swasta,20219578,SD,0224209634,Jl. Taman Citarum,Citarum,Kec. Bandung Wetan
SD IT AL FITRAH,-6.944843600000,107.670154000000,Swasta,20269138,SD,0227567439,Jl. Merkuri Timur No. 1,Manjahlega,Kec. Rancasari
SD IT Al-FAJAR,-6.966900000000,107.642000000000,Swasta,20267927,SD,0227511870,Jl. Buana Sari IV No. 18-21,Kujangsari,Kec. Bandung Kidul
SD IT AL-HIDAYAH LOGAM,-6.957200000000,107.644000000000,Swasta,69986203,SD,02287507287,Jl. Logam No. 12,Cijaura,Kec. Buahbatu
SD IT INSAN CERMAT,-6.909700000000,107.728300000000,Swasta,70008908,SD,02263700863,Jl. Kp. Cigagak Wetan No. 65,Palasari,Kec. Cibiru
SD ITQAN ISLAMIC SCHOOL,-6.893200000000,107.657200000000,Swasta,69946543,SD,085793837300,"Jalan Padasuka No. 158 - 160 Kec. Cibeunying Kidul, Kota Bandung 40192",Padasuka,Kec. Cibeunying Kidul
SD JEMBAR,-6.923500000000,107.644100000000,Swasta,20219576,SD,085759068801,Jl. Jatinegara No. 1,Kebon Waru,Kec. Batununggal
SD JUARA,-6.939700000000,107.711900000000,Swasta,69734138,SD,08112312210,Jl. Ters. Panyileukan RT.04/13,Cipadung Kidul,Kec. Panyileukan
SD KARAKTER AZ-ZAHRA,-6.890200000000,107.660500000000,Swasta,20279824,SD,87241567,Jl. Pasirlayung Asri No. 15,Pasirlayung,Kec. Cibeunying Kidul
SD KARTIKA X-1,-6.927700000000,107.635700000000,Swasta,20219574,SD,0227314739,Jl. Jenderal Gatot Subroto N0. 160,Lingkar Selatan,Kec. Lengkong
SD KARTIKA XIX - 1,-6.912700000000,107.618500000000,Swasta,20219575,SD,082249566638,Jl. Bangka No.3,Merdeka,Kec. Sumur Bandung
SD KASIH BANGSA,-6.946900000000,107.560500000000,Swasta,69894361,SD,20585430,Taman Holis Indah Blok G,Cigondewah Rahayu,Kec. Bandung Kulon
SD KEMAH INDONESIA,-6.925100000000,107.594100000000,Swasta,20219572,SD,02286060862,Jl. Pagarsih Gg. Onong No.183/89,Cibadak,Kec. Astanaanyar
SD KEMALA BHAYANGKARI 1,-6.932000000000,107.622000000000,Swasta,20219581,SD,02273511513,Jl. Palasari No.46,Malabar,Kec. Lengkong
SD KRISTEN 1 BINA BAKTI,-6.908600000000,107.599100000000,Swasta,20219583,SD,0226015168,Jl. Bima No. 9,ARJUNA,Kec. Cicendo
SD KRISTEN 1 BPK PENABUR,-6.919600000000,107.595200000000,Swasta,20219592,SD,6000136,Jl. Jend.sudirman 246,Kebon Jeruk,Kec. Andir
SD KRISTEN 2 BINA BAKTI,-6.909700000000,107.601000000000,Swasta,20219590,SD,0226034388,Jl. Bima No. 9,ARJUNA,Kec. Cicendo
SD KRISTEN 5 BPK PENABUR,-6.925700000000,107.621000000000,Swasta,20219587,SD,7319910,Jl. Guntur 34,Malabar,Kec. Lengkong
SD KRISTEN 6 BPK PENABUR,-6.917100000000,107.577900000000,Swasta,20219586,SD,0226012483,Jl. Jend. Sudirman 638,Dungus Cariang,Kec. Andir
SD KRISTEN BAPTIS,-6.904100000000,107.606500000000,Swasta,20219584,SD,0224263854,Jl. Wastukencana No. 40,Taman Sari,Kec. Bandung Wetan
SD KRISTEN BPK PENABUR PASIRKALIKI 164,-6.902400000000,107.597800000000,Swasta,70042650,SD,,Jl. HOS. Cokroaminoto No.164,Pasirkaliki,Kec. Cicendo
SD KRISTEN BPK PENABUR SINGGASANA,-6.957000000000,107.614600000000,Swasta,69760835,SD,0225436322,Jl. Indra Prahasta Timur No.2 Bandung,Mekar Wangi,Kec. Bojong Loa Kidul
SD KRISTEN BPK PENABUR TAMAN HOLIS INDAH,-6.946300000000,107.569600000000,Swasta,20219822,SD,0226003615,Komp. Taman Holis Indah Blok A,Cigondewah Kidul,Kec. Bandung Kulon
SD KRISTEN BPPK,-6.907100000000,107.594100000000,Swasta,20219858,SD,0226006191,Jl. Pajajaran No. 91-95,Arjuna,Kec. Cicendo
SD KRISTEN DIAN EMAS,-6.939100000000,107.599200000000,Swasta,20219845,SD,5228858,Jl. Muara Barat No.2,SITUSAEUR,Kec. Bojong Loa Kidul
SD KRISTEN GAMALIEL,-6.920600000000,107.604800000000,Swasta,20219844,SD,0226003553,Jl. Jendral Sudirman No. 205-207,Cibadak,Kec. Astanaanyar
SD KRISTEN HIDUP BARU,-6.865800000000,107.606000000000,Swasta,20258399,SD,0222031739,Jl. Ciumbuleuit No.160,Ciumbuleuit,Kec. Cidadap
SD KRISTEN KALAM KUDUS,-6.932300000000,107.608600000000,Swasta,20219843,SD,0225200573,Jl. Ibu Inggit Garnasih No. 108 .,Ciateul,Kec. Regol
SD KRISTEN PELITA,-6.932900000000,107.571700000000,Swasta,20219842,SD,0226023009,Jl. Holis No. 300,Caringin,Kec. Bandung Kulon
SD KRISTEN TRIMULIA,-6.895300000000,107.589900000000,Swasta,20219840,SD,0226030547,Jl. Kebonjati 145,Kebon Jeruk,Kec. Andir
SD KRISTEN TRIMULIA HITS,-6.895300000000,107.589900000000,Swasta,20247257,SD,02286061577,Jl. Dr. Djunjunan No. 105,Pajajaran,Kec. Cicendo
SD KRISTEN YAHYA,-6.904400000000,107.617200000000,Swasta,20219839,SD,0224234747,Jl. Progo No. 4,Citarum,Kec. Bandung Wetan
SD KUNTUM CEMERLANG,-6.862400000000,107.602900000000,Swasta,20255260,SD,2005668,Jl. Cipaku Indah 11 No.2,LEDENG,Kec. Cidadap
SD LABORATORIUM PERCONTOHAN UPI,-6.861691100000,107.591471700000,Swasta,20252973,SD,,Jl. Senjaya Guru No.04,ISOLA,Kec. Sukasari
SD LINGGAWASTU,-6.902200000000,107.605900000000,Swasta,20219838,SD,,Jl. Linggawastu No. 8 A,Taman Sari,Kec. Bandung Wetan
SD LPPN,-6.915800000000,107.585500000000,Swasta,20219837,SD,,Jl. Rajawali Timur No. 76,Ciroyom,Kec. Andir
SD MALEBER BARAT,-6.910600000000,107.576500000000,Swasta,20219846,SD,082126906480,Jl. Maleber Barat Gg. Wibawa III No. 7,Maleber,Kec. Andir
SD MALEBER SELATAN,-6.910900000000,107.571200000000,Swasta,20219847,SD,082128284174,Jl. Rajawali Gg. Latifah,Maleber,Kec. Andir
SD MALEBER UTARA,-6.907100000000,107.577500000000,Swasta,20219848,SD,,Jl. Maleber Utara No.5,Garuda,Kec. Andir
SD MANAARATUL IMAN HIIS,-6.914900000000,107.653500000000,Swasta,70038569,SD,,Jl. Depok Raya No. 2A,Antapani Tengah,Kec. Antapani
SD MARIA BINTANG LAUT,-6.917000000000,107.592200000000,Swasta,20219857,SD,0226019388,Jl. Kebonjati No.209 Bandung,Ciroyom,Kec. Andir
SD MATHLAUL KHOERIYAH,-6.903000000000,107.606700000000,Swasta,20219856,SD,4217645,Jl. Tamansari Bawah No. 60,Taman Sari,Kec. Bandung Wetan
SD MIFTAHUL IMAN,-6.854700000000,107.594000000000,Swasta,20219855,SD,0222010399,Jl Setiabudhi 179/171 A,Isola,Kec. Sukasari
SD MUHAMMADIYAH 1,-6.932800000000,107.623500000000,Swasta,20219854,SD,73512531,Jl. Banteng Dalam No. 6,TURANGGA,Kec. Lengkong
SD MUHAMMADIYAH 2,-6.927300000000,107.648100000000,Swasta,20219853,SD,0227333051,Jl. Kebon Jayanti  Gg. Pensiun Kiaracondong,Kebun Jayanti,Kec. Kiaracondong
SD MUHAMMADIYAH 3,-6.902300000000,107.653000000000,Swasta,20219852,SD,20526830,Jl. Phh Mustopa,Padasuka,Kec. Cibeunying Kidul
SD MUHAMMADIYAH 4,-6.891400000000,107.592800000000,Swasta,20219851,SD,0222036179,Jl. Sukagalih Gg. H. Gojali No. 134,CIPEDES,Kec. Sukajadi
SD MUHAMMADIYAH 5,-6.940000000000,107.595700000000,Swasta,20219850,SD,0225233404,Jl. Leuwipanjang No. 24,Situsaeur,Kec. Bojong Loa Kidul
SD MUHAMMADIYAH 6,-6.863100000000,107.620900000000,Swasta,20219849,SD,,Jl. Ir.h. Juanda Kp. Bengkok,Ciumbuleuit,Kec. Cidadap
SD MUHAMMADIYAH 7,-6.917700000000,107.655300000000,Swasta,20219836,SD,0227214139,Jl. Kadipaten Raya No 4-6,Antapani Kidul,Kec. Antapani
SD MUHAMMADIYAH 8,-6.915800000000,107.704400000000,Swasta,20219835,SD,7806023,Jl. A. H. Nasution 168 Bandung,Cipadung Kulon,Kec. Panyileukan
SD MUTIARA,-6.907500000000,107.577900000000,Swasta,20219834,SD,0226010563,Jl. Maleber Utara No.37,Garuda,Kec. Andir
SD MUTIARA BUNDA,-6.910300000000,107.670800000000,Swasta,20253757,SD,0227216578,Jl. Arcamanik Endah No.3,Sukamiskin,Kec. Arcamanik
SD NUGRAHA,-6.951200000000,107.611200000000,Swasta,20219821,SD,88885318,Jl. Pln Dalam No. 4,Ciseureuh,Kec. Regol
SD PANDU,-6.905200000000,107.593200000000,Swasta,20219820,SD,0226021743,Jl. Pandu No. 6,Pamoyanan,Kec. Cicendo
SD PANGKALAN,-6.952000000000,107.578000000000,Swasta,20219819,SD,,Jl. Cibolerang No. 02,Margahayu Utara,Kec. Babakan Ciparay
SD PARDOMUAN,-6.910800000000,107.618500000000,Swasta,20219818,SD,,Jl. Lombok No. 7,Merdeka,Kec. Sumur Bandung
SD PASCAL MONTESSORI,-6.924300000000,107.621500000000,Swasta,70041032,SD,081464400901,Jl. Guntur No. 14,Malabar,Kec. Lengkong
SD PASUNDAN 2,-6.927500000000,107.585400000000,Swasta,20219816,SD,6026149,Jl. Babakan Ciparay No. 112 / 194 A,Sukahaji,Kec. Babakan Ciparay
SD PASUNDAN 3,-6.927400000000,107.584900000000,Swasta,20219815,SD,,Jl. Babakan Ciparay No.112/194 A,Sukahaji,Kec. Babakan Ciparay
SD PELITA,-6.908700000000,107.635100000000,Swasta,20219814,SD,,Jl. Citamiang No. 43,Sukamaju,Kec. Cibeunying Kidul
SD PELITA BANGSA,-6.948000000000,107.604700000000,Swasta,20253917,SD,0225201214,Jl. Soekarno Hatta No. 391,Karasak,Kec. Astanaanyar
SD PELITA FAJAR,-6.919000000000,107.587700000000,Swasta,60728783,SD,0226001456,Jl. Jendral Sudirman 467,Jamika,Kec. Bojong Loa Kaler
SD PELITA JASA,-6.911500000000,107.586700000000,Swasta,20219813,SD,081214505099,Jl. Komud. Supadio Gg. Hanura No.13,Husen Sastranegara,Kec. Cicendo
SD PELITA NUSANTARA,-6.879100000000,107.597400000000,Swasta,20247253,SD,02220389334,Jl. Suka Asih 61 A Setiabudhi,Gegerkalong,Kec. Sukasari
SD PERTIWI,-6.897600000000,107.607100000000,Swasta,20219823,SD,0222512048,Jl. Kebon Bibit No. 16,Taman Sari,Kec. Bandung Wetan
SD PLUS AL FATWA,-6.950600000000,107.613400000000,Swasta,20246728,SD,02242821035,Jl. Pln Cigereleng No. 21,Ciseureuh,Kec. Regol
SD PLUS AL GHIFARI,-6.934000000000,107.679400000000,Swasta,20219824,SD,0227806223,Jl. Cisaranten Kulon No. 140,Cisaranten Kulon,Kec. Arcamanik
SD PLUS BAITURRAHMAN,-6.908700000000,107.706600000000,Swasta,20247254,SD,081310008856,Jl. Prof. KH. M. Syadeli Hasan No. 44 Nagrog II,Pasirjati,Kec. Ujungberung
SD PRASISTHA,-6.917800000000,107.585700000000,Swasta,20219833,SD,0226040430,Jl. Andir Ri Winata No. 314/79,Dungus Cariang,Kec. Andir
SD PRIANGAN ISTIQAMAH,-6.906758000000,107.628363000000,Swasta,20219832,SD,0227275494,Jl. Baros No.1,Cihapit,Kec. Bandung Wetan
SD PROF. DR. MOESTOPO,-6.883000000000,107.617100000000,Swasta,20219830,SD,0222501456,Jl. Tubagus Ismail III  No. 3,Sekeloa,Kec. Coblong
SD RABBANI,-6.916000000000,107.681700000000,Swasta,70003403,SD,20507186,Jalan Jati,Cisaranten Kulon,Kec. Arcamanik
SD RAJAWALI,-6.913100000000,107.583700000000,Swasta,20219829,SD,082115111670,Jl. Andir No 117a/78 Bandung,Ciroyom,Kec. Andir
SD RANCAKASUMBA,-6.934100000000,107.680200000000,Swasta,20219828,SD,,Jl. Sumbersari No. 104,Cisaranten Kulon,Kec. Arcamanik
SD REHOBOTH,-6.925200000000,107.606000000000,Swasta,20219841,SD,4234384,Jl. Rd. Dewi Sartika No. 36-38,Balong Gede,Kec. Regol
SD SAINS AL BIRUNI,-6.938000000000,107.712900000000,Swasta,20219827,SD,7807681,Jl. Raya Panyileukan No. 11,Cipadung Kidul,Kec. Panyileukan
SD SALMAN AL FARISI,-6.882900000000,107.622200000000,Swasta,20253819,SD,0222515961,Jl. Tubagus Ismail VIII No.42A,Sekeloa,Kec. Coblong
SD SALUYU,-6.931300000000,107.587900000000,Swasta,20219826,SD,081221996405,Kp. Situgunting No. 309/194 A,Sukahaji,Kec. Babakan Ciparay
SD SANTA ANGELA,-6.912500000000,107.610900000000,Swasta,20219825,SD,0224214736,Jl. Merdeka No. 24,Babakan Ciamis,Kec. Sumur Bandung
SD SANTA MELANIA,-6.900800000000,107.623800000000,Swasta,20219883,SD,0227204816,Jl. Melania No. 1-3,Cihaurgeulis,Kec. Cibeunying Kaler
SD SANTA URSULA,-6.913000000000,107.633100000000,Swasta,20219812,SD,7201774,Jl. Bengawan No.2,Cihapit,Kec. Bandung Wetan
SD SANTO AGUSTINUS,-6.914000000000,107.632800000000,Swasta,20219894,SD,0227217631,Jl. Ahmad Yani  No 273,Cihapit,Kec. Bandung Wetan
SD SANTO ALOYSIUS BANDUNG KIDUL,-6.949900000000,107.632000000000,Swasta,20267930,SD,0227511670,Jl. Batununggal Indah II/30,Mengger,Kec. Bandung Kidul
SD SANTO ALOYSIUS SUKASARI,-6.876200000000,107.604300000000,Swasta,20247251,SD,0222038785,Jl. Sukajadi 223,Gegerkalong,Kec. Sukasari
SD SANTO ALOYSIUS TR,-6.913300000000,107.612700000000,Swasta,20219893,SD,0224235536,Jl. Trunojoyo No. 3,Citarum,Kec. Bandung Wetan
SD SANTO YUSUP,-6.914900000000,107.611100000000,Swasta,20219892,SD,0224202336,Jl. Jawa No. 2,Babakan Ciamis,Kec. Sumur Bandung
SD SANTO YUSUP I,-6.901400000000,107.644100000000,Swasta,20253862,SD,7231759,Jl. Cikutra No 7,Cikutra,Kec. Cibeunying Kidul
SD SEJATI,-6.898500000000,107.643000000000,Swasta,20219891,SD,087823210987,Jl. Cikutra Sukasari II No.20,Neglasari,Kec. Cibeunying Kaler
SD SEMI PALAR,-6.894831000000,107.595397000000,Swasta,69883610,SD,02270173412,Jl.  SUKAMULYA NO.77-79,Sukagalih,Kec. Sukajadi
SD SEQUOIA NASIONAL PLUS,-6.908828000000,107.605955000000,Swasta,69980318,SD,02287804850,Jl. Aceh No. 6,Babakan Ciamis,Kec. Sumur Bandung
SD SURUUR,-6.873000000000,107.599500000000,Swasta,20219887,SD,0222037080,Jl. Hegarmanah Tengah No. 1a,Hegarmanah,Kec. Cidadap
SD SURYANI DWI MARGA,-6.923300000000,107.580600000000,Swasta,20219889,SD,6120828,Jl. Terusan Suryani No.16/a - 191/c,Warung Muncang,Kec. Bandung Kulon
SD SWADAYA 1,-6.922300000000,107.588800000000,Swasta,20219886,SD,0226075279,Jl. Pagarsih No. 181 E,Jamika,Kec. Bojong Loa Kaler
SD TARUNA BAKTI,-6.906300000000,107.618400000000,Swasta,20219885,SD,0224261571,Jl. Ll. Re. Martadinata No. 52,CITARUM,Kec. Bandung Wetan
SD TEMASEK INDEPENDENT SCHOOL,-6.877200000000,107.594100000000,Swasta,69935556,SD,0222031381,Jl. Sindang Sirna No. 8,Gegerkalong,Kec. Sukasari
SD TERANG NUSANTARA,-6.922500000000,107.585700000000,Swasta,69986026,SD,0226072222,Jl. Jamika No. 88,Jamika,Kec. Bojong Loa Kaler
SD TERPADU KRIDA NUSANTARA,-6.916000000000,107.726600000000,Swasta,20246469,SD,0227830509,Jl. Desa Cipadung,Cipadung,Kec. Cibiru
SD TIARA BUNDA,-6.952500000000,107.634300000000,Swasta,20268416,SD,0227510654,Jl. Batununggal Indah I 74,Mengger,Kec. Bandung Kidul
SD TRIKARSA,-6.919100000000,107.644000000000,Swasta,20219884,SD,085220765582,Jl. Samsi No. 123/125 A,Kebon Waru,Kec. Batununggal
SD TULUS KARTIKA,-6.948700000000,107.662300000000,Swasta,20219895,SD,02287529201,Jl. Rancabolang No. 140,Sekejati,Kec. Buahbatu
SD TUNAS UNGGUL,-6.894400000000,107.678700000000,Swasta,20219896,SD,87789420,Jl. Pasir Impun No. 94,Pasir Impun,Kec. Mandalajati
SD UCHUWWATUL ISLAM,-6.897043100000,107.596326300000,Swasta,20219897,SD,0222018699,Jl. Pasirkaliki Gg. H. Ento,Sukabungah,Kec. Sukajadi
SD UNGGULAN AL-IZZAH BANDUNG,-6.911145600000,107.702824300000,Swasta,70038570,SD,081324977714,Jl. Cigending No. 10,Pasir Wangi,Kec. Ujungberung
SD WINDU PUTRA,-6.907300000000,107.571300000000,Swasta,20219907,SD,081395471008,Jl. Babakan Cibereum No.142,CAMPAKA,Kec. Andir
SD YAKESWA,-6.902600000000,107.603900000000,Swasta,20219906,SD,0224241463,Jl. Dr. Hatta 54/29 B,Taman Sari,Kec. Bandung Wetan
SD YAMI,-6.950900000000,107.609000000000,Swasta,20219905,SD,0225222362,Jl.karasak Baru No.16 Bandung,Karasak,Kec. Astanaanyar
SD YAYASAN ATIKAN SUNDA,-6.901000000000,107.647200000000,Swasta,20219904,SD,02220541426,Jl. PHH. Mustofa No. 115,Sukapada,Kec. Cibeunying Kidul
SD YAYASAN BERIBU,-6.937500000000,107.622500000000,Swasta,20247256,SD,7308323,Jl. B K R No. 1,Cijagra,Kec. Lengkong
SD YKPPK,-6.905800000000,107.605100000000,Swasta,20253349,SD,08956488895,Jl. Cihampelas Blk No. 14,Taman Sari,Kec. Bandung Wetan
SD YOS SUDARSO,-6.929600000000,107.607200000000,Swasta,20246460,SD,0225212151,Jl. Mohamad Toha No. 19,Pungkur,Kec. Regol
SD YPI,-6.901600000000,107.595600000000,Swasta,20253257,SD,,Jl. Muhammad No. 17 Bandung,Pamoyanan,Kec. Cicendo
SD YPU,-6.924100000000,107.629000000000,Swasta,20219902,SD,082316988254,Jl. Cukang Jati No. 5,Samoja,Kec. Batununggal
SD YWKA REL HOMY SCHOOL,-6.912600000000,107.577000000000,Swasta,20219901,SD,6032573,Jl. Rajawali  I  No. 5,Garuda,Kec. Andir
